9, 01, 4
10, 02, 4
11, 03, 3
12, 04, 5
13, 05, 4
15, 01, 1
16, 02, 3
17, 03, 5
18, 04, 5
19, 05, 5
21, 01, 3
22, 02, 1
23, 03, 1
24, 04, 5
25, 05, 5
27, 01, 1 
28, 02, 5
29, 03, 5
30, 04, 1
31, 05, 3
33, 01, 3
34, 02, 4
35, 03, 3
36, 04, 5
37, 05, 2
39, 01, 4
40, 02, 4
41, 03, 4
42, 04, 3
43, 05, 3
45, 01, 3
46, 02, 1
47, 03, 4 
48, 04, 2
49, 05, 2
51, 01, 1
52, 02, 3
53, 03, 1
54, 04, 2
55, 05, 4
57, 01, 4 
58, 02, 3
59, 03, 4
60, 04, 4
61, 05, 3
63, 01, 4
64, 02, 3
65, 03, 2
66, 04, 4
67, 05, 4
69, 01, 3
70, 02, 5
71, 03, 5
72, 04, 4
73, 05, 3
75, 01, 4
76, 02, 4
77, 03, 2
78, 04, 3
79, 05, 2
83, 01, 5
83, 02, 1
85, 03, 4
85, 04, 5
85, 05, 2
88, 01, 1
88, 02, 3
88, 03, 2
88, 04, 5
88, 05, 2
89, 06, 3
89, 07, 2
89, 08, 3
89, 09, 2
89, 10, 4
90, 11, 5
90, 12, 1
90, 13, 1
90, 14, 3
90, 15, 4
91, 16, 5
91, 17, 3
91, 18, 5
92, 19, 1
92, 20, 2
93, 21, 1
93, 22, 1
94, 23, 2
94, 24, 1
95, 25, 5
95, 26, 4
96, 27, 4
96, 28, 5
97, 29, 4
97, 30, 3
98, 31, 1
98, 32, 3
99, 33, 2
99, 34, 1
100, 35, 3
100, 36, 4
101, 37, 5
101, 38, 4
102, 39, 4
102, 40, 1
103, 41, 4
103, 42, 5
104, 43, 5
104, 44, 3
104, 45, 2
105, 01, 2
105, 02, 3
105, 03, 3
105, 04, 4
105, 05, 2
106, 06, 4
106, 07, 5
106, 08, 3
106, 09, 5
106, 10, 4
107, 11, 2
107, 12, 1
107, 13, 1
107, 14, 1
107, 15, 3
108, 16, 4
108, 17, 4
108, 18, 5
109, 19, 1
109, 20, 3
110, 21, 5
110, 22, 1
111, 23, 5
111, 24, 2
112, 25, 4
112, 26, 2
113, 27, 4
113, 28, 4
114, 29, 3
114, 30, 4
115, 31, 2
115, 32, 2
116, 33, 1
116, 34, 1
117, 35, 3
117, 36, 2
118, 37, 5
118, 38, 3
119, 39, 3
119, 40, 4
120, 41, 4
120, 42, 4
121, 43, 4
121, 44, 2
121, 45, 5
122, 01, 5
122, 02, 3
122, 03, 2
122, 04, 5
122, 05, 3
123, 06, 3
123, 07, 1
123, 08, 4
123, 09, 4
123, 10, 3
124, 11, 5
124, 12, 4
124, 13, 5
124, 14, 3
124, 15, 5
125, 16, 3
125, 17, 4
125, 18, 1
126, 19, 2
126, 20, 1
127, 21, 2
127, 22, 1
128, 23, 1
128, 24, 1
129, 25, 5
129, 26, 4
130, 27, 4
130, 28, 5
131, 29, 3
131, 30, 4
132, 31, 2
132, 32, 2
133, 33, 3
133, 34, 1
134, 35, 4
134, 36, 4
135, 37, 2
135, 38, 5
136, 39, 4
136, 40, 1
137, 41, 2
137, 42, 5
138, 43, 5
138, 44, 3
138, 45, 4
139, 01, 1
139, 02, 2
139, 03, 5
139, 04, 3
139, 05, 1
140, 06, 5
140, 07, 2
140, 08, 5
140, 09, 5
140, 10, 1
141, 11, 1
141, 12, 2
141, 13, 4
141, 14, 5
141, 15, 2
142, 16, 1
142, 17, 3
142, 18, 3
143, 19, 2
143, 20, 4
144, 21, 4
144, 22, 1
145, 23, 4
145, 24, 2
146, 25, 5
146, 26, 5
147, 27, 4
147, 28, 3
148, 29, 4
148, 30, 3
149, 31, 4
149, 32, 2
150, 33, 4
150, 34, 2
151, 35, 4
151, 36, 4
152, 37, 3
152, 38, 3
153, 39, 3
153, 40, 1
154, 41, 1
154, 42, 5
155, 43, 2
155, 44, 2
155, 45, 2
156, 01, 1
156, 02, 1
156, 03, 3
156, 04, 3
156, 05, 3
157, 06, 2
157, 07, 4
157, 08, 4
157, 09, 4
157, 10, 4
158, 11, 1
158, 12, 2
158, 13, 4
158, 14, 5
158, 15, 5
159, 16, 4
159, 17, 3
159, 18, 5
160, 19, 3
160, 20, 1
161, 21, 3
161, 22, 2
162, 23, 1
162, 24, 1
163, 25, 3
163, 26, 4
164, 27, 4
164, 28, 5
165, 29, 4
165, 30, 5
166, 31, 2
166, 32, 5
167, 33, 3
167, 34, 2
168, 35, 4
168, 36, 5
169, 37, 1
169, 38, 3
170, 39, 2
170, 40, 2
171, 41, 5
171, 42, 5
172, 43, 2
172, 44, 2
172, 45, 3
